City,apparent_temperature,apparent_temperature_mean,cloud_cover,dew_point_2m,hourly_datetime (UTC),precipitation,pressure_msl,relative_humidity_2m,shortwave_radiation,snow_depth,sunrise_local,sunset_local,surface_pressure,temperature_2m,temperature_2m_mean,uv_index,weather_code,wind_direction_10m,wind_gusts_10m,wind_speed_10m
Houston,39.30539,33.08295,31.0,26.15629,2025-08-19 19:00:00+00:00,0.0,1015.7,76.0,855.5,0.0,2025-08-19 06:51:47-05:00,2025-08-19 19:58:05-05:00,1013.42035,30.880499,27.32425,8.35,95.0,315.0001,16.199999,6.618519
New York,22.175562,19.913322,9.0,11.841718,2025-08-19 20:00:00+00:00,0.0,1021.8,47.0,630.0,0.0,2025-08-19 06:10:47-04:00,2025-08-19 19:48:13-04:00,1018.04706,23.831,20.901833,4.85,3.0,116.05344,21.599998,18.03237
Los Angeles,34.09675,25.20475,0.0,17.509745,2025-08-19 20:00:00+00:00,0.0,1015.2,45.0,972.0,0.0,2025-08-19 06:17:48-07:00,2025-08-19 19:35:05-07:00,1004.87976,30.810501,23.104248,8.05,45.0,252.64589,13.32,12.0694
Houston,38.818645,33.08295,49.0,25.485592,2025-08-19 20:00:00+00:00,0.0,1014.4,69.0,639.75,0.0,2025-08-19 06:51:47-05:00,2025-08-19 19:58:05-05:00,1012.13086,31.880499,27.32425,7.9,95.0,327.52884,15.4800005,4.6938257
Chicago,25.331112,24.967201,100.0,20.44773,2025-08-19 20:00:00+00:00,0.0,1015.6,88.0,72.5,0.0,2025-08-19 06:03:29-05:00,2025-08-19 19:44:45-05:00,987.7839,22.536,22.190168,6.0,53.0,338.6293,17.28,8.891344
Los Angeles,34.530514,25.20475,0.0,17.962313,2025-08-19 21:00:00+00:00,0.0,1014.8,45.0,961.75,0.0,2025-08-19 06:17:48-07:00,2025-08-19 19:35:05-07:00,1004.5008,31.310501,23.104248,8.0,45.0,252.55272,14.4,13.207634
Houston,40.038662,33.08295,31.0,27.17032,2025-08-19 21:00:00+00:00,0.0,1013.7,76.0,634.5,0.0,2025-08-19 06:51:47-05:00,2025-08-19 19:58:05-05:00,1011.4328,31.9305,27.32425,6.75,95.0,108.43504,11.879999,4.5536795
New York,21.512342,19.913322,15.0,12.370042,2025-08-19 21:00:00+00:00,0.0,1021.4,50.0,519.25,0.0,2025-08-19 06:10:47-04:00,2025-08-19 19:48:13-04:00,1017.64276,23.380999,20.901833,3.85,3.0,124.33028,22.68,17.873556
Chicago,24.94483,24.967201,100.0,20.922718,2025-08-19 21:00:00+00:00,0.0,1015.4,92.0,92.5,0.0,2025-08-19 06:03:29-05:00,2025-08-19 19:44:45-05:00,987.5664,22.286,22.190168,4.85,53.0,358.21014,14.4,11.525623
Chicago,25.063725,24.967201,100.0,20.300077,2025-08-19 22:00:00+00:00,0.0,1015.0,88.0,79.0,0.0,2025-08-19 06:03:29-05:00,2025-08-19 19:44:45-05:00,987.1866,22.386,22.190168,3.5,53.0,11.3098955,16.56,9.178235
New York,20.54032,19.913322,100.0,11.7045355,2025-08-19 22:00:00+00:00,0.0,1021.1,51.0,209.75,0.0,2025-08-19 06:10:47-04:00,2025-08-19 19:48:13-04:00,1017.3304,22.331,20.901833,2.25,3.0,122.969406,23.759998,15.876775
Los Angeles,33.77148,25.20475,0.0,18.582197,2025-08-19 22:00:00+00:00,0.0,1014.1,48.0,890.25,0.0,2025-08-19 06:17:48-07:00,2025-08-19 19:35:05-07:00,1003.7927,30.8605,23.104248,7.25,45.0,252.47433,15.84,14.345898
Houston,35.264862,33.08295,58.0,25.01636,2025-08-19 22:00:00+00:00,0.1,1013.3,75.0,430.25,0.0,2025-08-19 06:51:47-05:00,2025-08-19 19:58:05-05:00,1011.01874,29.9305,27.32425,5.1,95.0,243.43501,13.679999,9.659814
New York,19.635386,19.913322,32.0,11.455341,2025-08-19 23:00:00+00:00,0.0,1020.8,53.0,56.25,0.0,2025-08-19 06:10:47-04:00,2025-08-19 19:48:13-04:00,1017.02,21.431,20.901833,0.9,3.0,110.55613,22.68,15.379206
Chicago,25.205135,24.967201,100.0,20.45922,2025-08-19 23:00:00+00:00,0.0,1015.1,87.0,153.75,0.0,2025-08-19 06:03:29-05:00,2025-08-19 19:44:45-05:00,987.3162,22.736,22.190168,1.95,53.0,20.772345,20.519999,11.165805
Los Angeles,31.511505,25.20475,0.0,17.38157,2025-08-19 23:00:00+00:00,0.0,1013.6,47.0,765.0,0.0,2025-08-19 06:17:48-07:00,2025-08-19 19:35:05-07:00,1003.2657,29.9105,23.104248,5.9,45.0,254.62369,17.28,14.934577
Houston,34.72571,33.08295,67.0,25.193785,2025-08-19 23:00:00+00:00,0.0,1012.9,81.0,348.25,0.0,2025-08-19 06:51:47-05:00,2025-08-19 19:58:05-05:00,1010.6108,28.780499,27.32425,2.85,95.0,293.6294,8.28,6.28713
Houston,34.168118,34.350082,40.0,25.953678,2025-08-20 00:00:00+00:00,0.0,1012.5,88.0,209.75,0.0,2025-08-20 06:52:21-05:00,2025-08-20 19:57:02-05:00,1010.207,28.130499,28.617998,1.4,95.0,334.44006,12.24,9.178235
Los Angeles,28.515873,26.493006,3.0,17.99138,2025-08-20 00:00:00+00:00,0.0,1013.4,55.0,589.25,0.0,2025-08-20 06:18:31-07:00,2025-08-20 19:33:52-07:00,1002.998,27.8605,25.110498,4.15,3.0,260.13425,20.519999,16.808569
Chicago,24.783043,21.33164,100.0,20.05399,2025-08-20 00:00:00+00:00,0.0,1015.2,88.0,109.0,0.0,2025-08-20 06:04:31-05:00,2025-08-20 19:43:14-05:00,987.3579,22.136,20.42975,0.6,3.0,27.645891,23.039999,8.534353
New York,19.039436,18.837927,3.0,11.842859,2025-08-20 00:00:00+00:00,0.0,1020.6,58.0,18.5,0.0,2025-08-20 06:11:46-04:00,2025-08-20 19:46:45-04:00,1016.8074,20.380999,18.755999,0.1,63.0,105.945465,22.319998,13.1041975
Houston,33.494427,34.350082,0.0,25.023804,2025-08-20 01:00:00+00:00,0.0,1012.7,87.0,49.5,0.0,2025-08-20 06:52:21-05:00,2025-08-20 19:57:02-05:00,1010.40076,27.380499,28.617998,0.25,95.0,9.462248,6.8399997,4.379589
Los Angeles,27.75856,26.493006,1.0,17.394215,2025-08-20 01:00:00+00:00,0.0,1013.3,56.0,377.5,0.0,2025-08-20 06:18:31-07:00,2025-08-20 19:33:52-07:00,1002.86615,26.9105,25.110498,2.3,3.0,264.95764,14.759999,12.287555
Chicago,23.55592,21.33164,85.0,19.241306,2025-08-20 01:00:00+00:00,0.0,1015.7,86.0,10.75,0.0,2025-08-20 06:04:31-05:00,2025-08-20 19:43:14-05:00,987.8025,21.685999,20.42975,0.05,3.0,29.054508,17.28,11.119281
New York,18.906626,18.837927,6.0,12.244891,2025-08-20 01:00:00+00:00,0.0,1020.9,62.0,0.0,0.0,2025-08-20 06:11:46-04:00,2025-08-20 19:46:45-04:00,1017.0981,19.730999,18.755999,0.0,63.0,91.97489,24.119999,10.446206
Los Angeles,25.629686,26.493006,2.0,16.221409,2025-08-20 02:00:00+00:00,0.0,1013.3,58.0,161.0,0.0,2025-08-20 06:18:31-07:00,2025-08-20 19:33:52-07:00,1002.8016,25.060501,25.110498,0.8,3.0,266.186,13.679999,10.823973
Chicago,23.503458,21.33164,100.0,19.069601,2025-08-20 02:00:00+00:00,0.0,1016.6,88.0,0.0,0.0,2025-08-20 06:04:31-05:00,2025-08-20 19:43:14-05:00,988.6263,21.136,20.42975,0.0,3.0,40.9143,19.08,7.145796
Houston,33.12635,34.350082,0.0,24.765064,2025-08-20 02:00:00+00:00,0.0,1013.6,89.0,0.0,0.0,2025-08-20 06:52:21-05:00,2025-08-20 19:57:02-05:00,1011.29364,26.7305,28.617998,0.0,95.0,213.6901,3.6,1.2979984
New York,18.997812,18.837927,39.0,12.044845,2025-08-20 02:00:00+00:00,0.0,1021.1,61.0,0.0,0.0,2025-08-20 06:11:46-04:00,2025-08-20 19:46:45-04:00,1017.29785,19.781,18.755999,0.0,63.0,90.0,20.519999,9.72
Chicago,24.256098,21.33164,100.0,19.806047,2025-08-20 03:00:00+00:00,0.0,1017.1,91.0,0.0,0.0,2025-08-20 06:04:31-05:00,2025-08-20 19:43:14-05:00,989.1312,21.336,20.42975,0.0,3.0,21.801476,15.4800005,5.815978
New York,19.20497,18.837927,6.0,13.013288,2025-08-20 03:00:00+00:00,0.0,1020.9,65.0,0.0,0.0,2025-08-20 06:11:46-04:00,2025-08-20 19:46:45-04:00,1017.0987,19.781,18.755999,0.0,63.0,84.093956,23.759998,10.495713
Houston,32.613785,34.350082,10.0,25.038841,2025-08-20 03:00:00+00:00,0.0,1014.1,91.0,0.0,0.0,2025-08-20 06:52:21-05:00,2025-08-20 19:57:02-05:00,1011.7919,26.630499,28.617998,0.0,95.0,289.6539,7.92,5.3517847
Los Angeles,23.73957,26.493006,1.0,15.8348465,2025-08-20 03:00:00+00:00,0.0,1013.6,64.0,14.25,0.0,2025-08-20 06:18:31-07:00,2025-08-20 19:33:52-07:00,1003.02637,23.0105,25.110498,0.05,3.0,265.23645,11.879999,8.669949
Houston,31.458656,34.350082,0.0,24.544718,2025-08-20 04:00:00+00:00,0.0,1014.2,91.0,0.0,0.0,2025-08-20 06:52:21-05:00,2025-08-20 19:57:02-05:00,1011.8878,26.130499,28.617998,0.0,95.0,311.18582,14.04,7.653705
Chicago,22.98182,21.33164,20.0,18.823498,2025-08-20 04:00:00+00:00,0.0,1017.2,88.0,0.0,0.0,2025-08-20 06:04:31-05:00,2025-08-20 19:43:14-05:00,989.1865,20.886,20.42975,0.0,3.0,344.7448,14.759999,8.209263
Los Angeles,23.005407,26.493006,4.0,16.298021,2025-08-20 04:00:00+00:00,0.0,1013.8,72.0,0.0,0.0,2025-08-20 06:18:31-07:00,2025-08-20 19:33:52-07:00,1003.1727,21.560501,25.110498,0.0,3.0,274.08554,9.36,5.0528407
New York,18.982145,18.837927,12.0,12.349849,2025-08-20 04:00:00+00:00,0.0,1020.6,64.0,0.0,0.0,2025-08-20 06:11:46-04:00,2025-08-20 19:46:45-04:00,1016.7937,19.331,18.755999,0.0,63.0,67.16631,20.880001,7.42159
Chicago,22.279976,21.33164,17.0,18.19829,2025-08-20 05:00:00+00:00,0.0,1016.9,87.0,0.0,0.0,2025-08-20 06:04:31-05:00,2025-08-20 19:43:14-05:00,988.8524,20.435999,20.42975,0.0,3.0,5.19435,14.04,7.9526596
Los Angeles,22.378946,26.493006,7.0,17.087162,2025-08-20 05:00:00+00:00,0.0,1014.1,80.0,0.0,0.0,2025-08-20 06:18:31-07:00,2025-08-20 19:33:52-07:00,1003.43713,20.6605,25.110498,0.0,3.0,262.40546,7.2,5.4477882
Houston,31.862156,34.350082,0.0,24.261456,2025-08-20 05:00:00+00:00,0.0,1014.2,90.0,0.0,0.0,2025-08-20 06:52:21-05:00,2025-08-20 19:57:02-05:00,1011.887,26.030499,28.617998,0.0,95.0,345.9637,12.599999,2.968636
New York,18.728642,18.837927,7.0,12.43885,2025-08-20 05:00:00+00:00,0.0,1020.2,66.0,0.0,0.0,2025-08-20 06:11:46-04:00,2025-08-20 19:46:45-04:00,1016.39014,18.931,18.755999,0.0,63.0,44.999897,20.16,6.618519
Los Angeles,23.380222,26.493006,8.0,17.027369,2025-08-20 06:00:00+00:00,0.0,1014.1,78.0,0.0,0.0,2025-08-20 06:18:31-07:00,2025-08-20 19:33:52-07:00,1003.4497,21.0105,25.110498,0.0,3.0,206.56499,2.52,0.8049845
New York,17.714409,18.837927,40.0,11.779217,2025-08-20 06:00:00+00:00,0.0,1019.5,65.0,0.0,0.0,2025-08-20 06:11:46-04:00,2025-08-20 19:46:45-04:00,1015.68695,18.480999,18.755999,0.0,63.0,66.50142,21.599998,9.028754
Houston,31.964607,34.350082,27.0,24.480125,2025-08-20 06:00:00+00:00,0.0,1014.3,92.0,0.0,0.0,2025-08-20 06:52:21-05:00,2025-08-20 19:57:02-05:00,1011.9854,25.880499,28.617998,0.0,95.0,350.53775,11.5199995,2.1897945
